echo sha,contributor,date,message
3886f16e6,Olivier HARTMANN,Fri Nov 16 12:01:30 2018 +0100,Doc: work on quantizer parameters.
24d184c50,Olivier HARTMANN,Fri Nov 16 10:45:14 2018 +0100,Doc: Work on the terminal parameters.
9942036f0,Olivier HARTMANN,Fri Nov 16 10:33:50 2018 +0100,Doc: change module parameters display order and add title reference anchors.
0818bd89b,Olivier HARTMANN,Fri Nov 16 10:18:05 2018 +0100,Doc: Work on monitors parameters.
a52d26ea9,Olivier HARTMANN,Fri Nov 16 09:52:09 2018 +0100,Doc: Update the througput of the GSL channels since it is using the Ziggurat algorithm now.
74a6a0c99,Olivier HARTMANN,Fri Nov 16 09:39:06 2018 +0100,Merge branch 'development' into user_doc_dev
1c10dd03f,Olivier HARTMANN,Fri Nov 16 09:15:42 2018 +0100,Merge branch 'development' of gitlab.inria.fr:fec/aff3ct into development
1c1117886,Olivier HARTMANN,Fri Nov 16 09:12:10 2018 +0100,Change GSL gaussian noise generator with the gsl_ran_gaussian_ziggurat function.
2ce8bb594,Olivier HARTMANN,Thu Nov 15 17:43:56 2018 +0100,Doc: Comment the channels throughputs tables to give details about the using algorithms.
77c7fedf2,Olivier HARTMANN,Thu Nov 15 16:17:47 2018 +0100,Merge branch 'fix_err_trk_modem_channel_type' into user_doc_dev
25e48d8aa,Olivier HARTMANN,Thu Nov 15 16:15:18 2018 +0100,Merge branch 'development' into fix_err_trk_modem_channel_type
b5d64b9b5,Olivier HARTMANN,Thu Nov 15 16:13:06 2018 +0100,In evenr generator fast, manage the case where the probability is null to fill directly the draw with no events. Because else there is a bug making happening some events.
1f057a2dd,Olivier HARTMANN,Thu Nov 15 16:03:58 2018 +0100,Lower the decimal precision of the noise range to 7 decimals but reduce roof to +- 214 dB -> this is for low event probabilities.
e266443e9,Olivier HARTMANN,Thu Nov 15 16:02:20 2018 +0100,Fix Modem OOK BSC when having null probability by flooring the value to 1e-10 to compute the log
59c2d02dd,Olivier HARTMANN,Thu Nov 15 16:01:39 2018 +0100,Fix channel user
8684fd619,Olivier HARTMANN,Thu Nov 15 15:45:06 2018 +0100,Fix error tracker for BEC and BSC channels by adding USER_BSC and USER_BEC types.
4ba505258,Olivier HARTMANN,Thu Nov 15 11:20:44 2018 +0100,When error tracker revert, force SRC and CHN implem to STD
993fd784a,Olivier HARTMANN,Thu Nov 15 11:16:11 2018 +0100,Fix err tracker:
2ff56de2b,Olivier HARTMANN,Thu Nov 15 11:04:03 2018 +0100,Doc: Add tables to compare implem speed on AWGN, BEC and OPTICAL channels
905d6fc46,Olivier HARTMANN,Wed Nov 14 17:32:08 2018 +0100,Doc: Complete the channel parameters.
9605ca43c,Olivier HARTMANN,Wed Nov 14 17:31:26 2018 +0100,Fix channel path argument open mode to read mode only
f536af77f,Olivier HARTMANN,Wed Nov 14 16:19:25 2018 +0100,Doc: Add todo list in modem parameters.
91c7d30a4,Olivier HARTMANN,Wed Nov 14 16:18:59 2018 +0100,Doc: add SIMD replace directive in decoder.
b973fe143,Olivier HARTMANN,Wed Nov 14 16:18:33 2018 +0100,Doc: Fix wrong text.
60ff03b8c,Olivier HARTMANN,Wed Nov 14 11:54:58 2018 +0100,Add SIMD as an abbreviation for all files and use it everywhere.
a6ca69c50,Olivier HARTMANN,Wed Nov 14 11:47:00 2018 +0100,Doc: Add links to wikipedia for modulation types.
1807417ae,Olivier HARTMANN,Wed Nov 14 11:39:06 2018 +0100,Doc: work on compilation page:
9d608ec38,Olivier HARTMANN,Wed Nov 14 10:51:34 2018 +0100,Doc: Add figures numbers to the interleaver's figures.
a1d2f177c,Olivier HARTMANN,Wed Nov 14 10:44:46 2018 +0100,Doc : change itl figures colors to match with CSN latex documents colors.
e8067dbac,Olivier HARTMANN,Tue Nov 13 17:47:55 2018 +0100,Doc: fill the modem parameters.
a76b82a35,Olivier HARTMANN,Tue Nov 13 15:24:10 2018 +0100,Doc: Add default values in CRC parameters.
183eefe36,Olivier HARTMANN,Tue Nov 13 15:23:42 2018 +0100,Doc: fill the source parameters.
fdab40f5e,Olivier HARTMANN,Tue Nov 13 15:14:53 2018 +0100,Doc : rescale interleaver figures
6c2b516ce,Olivier HARTMANN,Tue Nov 13 15:03:44 2018 +0100,Improve the interleaver types figures when random
58fcf06d5,Olivier HARTMANN,Tue Nov 13 11:45:34 2018 +0100,Doc: break the too long lines in itl parameters source file
46af7c09c,Olivier HARTMANN,Tue Nov 13 11:19:46 2018 +0100,Doc: Conjuguate correctly the verbs in interleaver parameters descriptions.
a0f1e4300,Olivier HARTMANN,Tue Nov 13 10:59:24 2018 +0100,Set the preamble tocdepth to a big number in order to have the navigation sidebar with the complete TOC but now we have also a really long preambule TOC.
198806fc2,Olivier HARTMANN,Tue Nov 13 10:45:10 2018 +0100,Doc: work on the interleaver parameters; Add figures to describe basic ones.
4db0e691d,Olivier HARTMANN,Mon Nov 12 09:05:03 2018 +0100,Add html theme options to have an infinite navigation depth.
7ab18739e,Adrien Cassagne,Fri Nov 9 16:35:55 2018 +0100,Doc: cosmetics.
cf3b00517,Adrien Cassagne,Fri Nov 9 16:08:22 2018 +0100,Doc: auto-compile Doxygen XML files only on Readthedocs servers.
10cebb92b,Adrien Cassagne,Fri Nov 9 14:29:18 2018 +0100,Doc: add the developper doc in Sphinx (from Doxygen with the Breathe plugin).
58a24155a,Adrien Cassagne,Fri Nov 9 14:19:55 2018 +0100,Doc: clarifications.
9d510f3f4,Olivier HARTMANN,Thu Nov 8 17:38:11 2018 +0100,Doc: fix the doc compile under python3
905597360,Olivier HARTMANN,Thu Nov 8 16:38:45 2018 +0100,Doc: Manual merge
369ff8abc,Olivier HARTMANN,Thu Nov 8 16:36:51 2018 +0100,Add html_favicon and html_logo in conf.py but set to None.
1b6db1a46,Adrien Cassagne,Thu Nov 8 15:49:39 2018 +0100,Doc: remove the overview section.
32bf60da6,Adrien Cassagne,Thu Nov 8 15:34:38 2018 +0100,Doc: get automatically the version from Git.
f269ec0bb,Olivier HARTMANN,Thu Nov 8 13:09:25 2018 +0100,Doc: Fix a ref link
fe7ab17fd,Olivier HARTMANN,Thu Nov 8 12:57:33 2018 +0100,Update generate_sphinx_usage according to the last modifications
8d2d6b39f,Olivier HARTMANN,Thu Nov 8 12:49:11 2018 +0100,Dox: Make unique the duplicated arguments tag references.
899ac0cef,Adrien Cassagne,Thu Nov 8 12:00:02 2018 +0100,Manual merge.
bf5c8d8e1,Adrien Cassagne,Thu Nov 8 11:58:10 2018 +0100,Doc: reorganise the doc.
67cd8f64e,Olivier HARTMANN,Thu Nov 8 11:36:11 2018 +0100,Modify consequently to the modification the sphinx generator.
0ecef84fe,Adrien Cassagne,Thu Nov 8 11:28:09 2018 +0100,Doc: move the PyBER screenshot.
65bf7bf6a,Olivier HARTMANN,Thu Nov 8 11:08:21 2018 +0100,Fix arr_phi size; Add in comments an idea of loop enhancement, but there is an issue in an index.
c3cf8ec4f,Adrien Cassagne,Thu Nov 8 11:05:36 2018 +0100,Doc: add an info block to point to the AFF3CT autogen builds.
8cdf9107a,Olivier HARTMANN,Thu Nov 8 10:53:36 2018 +0100,Add msg_user_to_resources  msg_res_user guess as 3D or 2D vectors. Change consequently the access methods to them in the demodulator.
92f3d9a38,Olivier HARTMANN,Thu Nov 8 10:41:13 2018 +0100,Merge branch 'user_doc_dev' of gitlab.inria.fr:fec/aff3ct into user_doc_dev
3c2ca9a37,Olivier HARTMANN,Thu Nov 8 10:40:37 2018 +0100,Add notes on the two simulation arguments available only for BFERI simulations
f79af1262,Olivier HARTMANN,Thu Nov 8 10:40:03 2018 +0100,Makes codec and usage toctrees deeper
764cea263,Adrien Cassagne,Thu Nov 8 10:39:27 2018 +0100,Doc: cosmetics.
ccc8bda8a,Adrien Cassagne,Thu Nov 8 00:44:00 2018 +0100,Doc: add screenshots for Windows.
47295105a,Adrien Cassagne,Wed Nov 7 23:02:43 2018 +0100,Doc: reorganisation.
ec27153f1,Adrien Cassagne,Wed Nov 7 22:01:03 2018 +0100,Doc: rephrase.
982266392,Adrien Cassagne,Wed Nov 7 19:24:38 2018 +0100,Doc: working on the compilation part.
e4f7110bc,Olivier HARTMANN,Wed Nov 7 18:46:43 2018 +0100,Added Vector 2->4D classes upon one dimensional vector; Use Vecotr_4D in modem_SCMA
f0568d30f,Olivier HARTMANN,Wed Nov 7 18:22:36 2018 +0100,Compute in Codebook the number of users per resources and vice versa
6afe1dd2d,Olivier HARTMANN,Wed Nov 7 15:59:28 2018 +0100,Set inter frame F by default to the SCMA number of users according to the codebook.
9b09aed20,Olivier HARTMANN,Wed Nov 7 11:52:58 2018 +0100,Cosmetics and fix user_to_resource and resource_to_user fixed dimensions.
5333ed86b,Adrien Cassagne,Wed Nov 7 11:02:34 2018 +0100,Replace 'type:' by 'Type:' + add doc for the CRC.
768468f3d,Adrien Cassagne,Wed Nov 7 10:38:52 2018 +0100,Manual merge from development.
dfeb51bc5,Adrien Cassagne,Wed Nov 7 10:31:16 2018 +0100,CI: remove useless definitions + put the compile options in the yml file.
58d38e101,Olivier HARTMANN,Tue Nov 6 16:02:20 2018 +0100,Rename Codebook's attributes and methods about resource/user tables.
620232118,Adrien Cassagne,Tue Nov 6 15:21:53 2018 +0100,Merge branch 'development' into user_doc_dev
f79d5949c,Olivier Hartmann,Tue Nov 6 15:11:06 2018 +0100,Merge pull request #1 from klimentyev/scma_codebook
74645d210,Adrien Cassagne,Tue Nov 6 15:03:57 2018 +0100,Change branch name.
16cb42316,Olivier HARTMANN,Tue Nov 6 14:33:39 2018 +0100,Deactivate CI pipeline, as code is not modified.
138f0926d,Olivier HARTMANN,Tue Nov 6 14:33:01 2018 +0100,Put in place the user doc with sphinx.
eb887d3e1,Adrien Cassagne,Tue Nov 6 13:33:52 2018 +0100,Manual merge from 'development'.
f8682f3a4,Adrien Cassagne,Tue Nov 6 12:14:00 2018 +0100,Improve CMakeList to manage exact git tag version.
890d40f6e,Adrien Cassagne,Tue Nov 6 11:31:56 2018 +0100,Regen AFF3CT headers.
d60f653af,Adrien Cassagne,Tue Nov 6 11:05:50 2018 +0100,Removed submodule 'lib/CLI11' as it is not used at this time.
d228d7cec,Adrien Cassagne,Mon Nov 5 19:03:59 2018 +0100,Move the aff3ct-config files into the cmake folder.
d0e178721,Adrien Cassagne,Mon Nov 5 15:58:42 2018 +0100,Fix link with SystemC when using AFF3CT as a library.
c179f6892,Adrien Cassagne,Mon Nov 5 14:44:50 2018 +0100,Add priority to static library in the CMake config file.
1d659f788,Adrien Cassagne,Mon Nov 5 13:28:56 2018 +0100,Merge branch 'development' of gitlab.inria.fr:fec/aff3ct into development
81fba8f5b,Adrien Cassagne,Mon Nov 5 13:28:40 2018 +0100,Simplify the CMake config file.
08b979182,Olivier HARTMANN,Fri Nov 2 08:39:22 2018 +0100,Remove the powerful tag to the BCH/RS/Uncoded regression tests.
3b80db98e,Adrien Cassagne,Fri Nov 2 14:44:23 2018 +0100,Add 'AFF3CT_BACKTRACE' and 'AFF3CT_PREC' options to the CMake config file.
256c585a0,Adrien Cassagne,Thu Nov 1 18:24:27 2018 +0100,Cosmetics.
9cd60f646,Adrien Cassagne,Thu Nov 1 18:23:09 2018 +0100,Fix wrong definitions for SystemC.
92be86e79,Adrien Cassagne,Thu Nov 1 18:14:49 2018 +0100,Fix wrong condition.
544ab06e4,Adrien Cassagne,Thu Nov 1 18:11:42 2018 +0100,Improve the options management in the CMakeList file.
9ae74f0af,Adrien Cassagne,Thu Nov 1 11:46:57 2018 +0100,Improve the generation of the CMake config files.
0b09d8b41,Adrien Cassagne,Thu Nov 1 01:18:25 2018 +0100,Improve the 'CMakeList.txt' to automatically generate CMake config files.
efd9cd73f,Adrien Cassagne,Wed Oct 31 18:51:56 2018 +0100,Improve the CI builds following the Linux style.
2f064568c,Adrien Cassagne,Wed Oct 31 18:50:52 2018 +0100,Simplify the CMakeList a little bit.
5b0205af6,Adrien Cassagne,Wed Oct 31 18:18:33 2018 +0100,Add the 'install' directives in the CMake.
0622f90d8,Adrien Cassagne,Wed Oct 31 18:17:52 2018 +0100,Fix old school style CMake options.
cb32be08e,Adrien Cassagne,Wed Oct 31 16:59:15 2018 +0100,Fix colors maccro.
adef777d6,Adrien Cassagne,Wed Oct 31 16:53:35 2018 +0100,Rename the AFF3CT preprocessor definitions + improve the CMake options management.
23f09dad3,Adrien Cassagne,Wed Oct 31 14:20:20 2018 +0100,Add a systematic encoder for Polar_ML codes.
3aa1a4700,Olivier HARTMANN,Tue Oct 30 08:46:08 2018 +0100,Fix sparse matrix self_resize function. Thanks to Elie Janin.
2271e184d,Adrien Cassagne,Mon Oct 29 09:30:35 2018 +0100,Fix the POLAR_MK encoder to work on multi kernel polar codes.
6cc3b4c42,Adrien Cassagne,Thu Oct 25 16:49:08 2018 +0200,Improve the checks in the POLAR_MK encoder.
4fc9656a0,Olivier HARTMANN,Wed Oct 24 18:48:48 2018 +0200,Add a read order from any of the 4 corners for ROW_COL and COL_ROW interleavers.
232a407f7,Adrien Cassagne,Wed Oct 24 17:53:07 2018 +0200,Add the possibility to select the polar kernel from the cmd line.
4c580699e,Adrien Cassagne,Wed Oct 24 14:39:33 2018 +0200,Fix the POLAR_MK encoder for bases higher than 2.
6568e73b4,Adrien Cassagne,Wed Oct 24 14:38:44 2018 +0200,Enable generics decoders.
9f22f8fb6,Adrien Cassagne,Wed Oct 24 11:07:48 2018 +0200,Fix errors management in frozen bit generator from file.
f680cf1a2,Adrien Cassagne,Tue Oct 23 15:25:41 2018 +0200,Speedup the POLAR_MK encoder.
d4abe8a8d,Adrien Cassagne,Fri Oct 19 17:15:47 2018 +0200,Add a more generic encoder for polar code: it is capable to encode all powers and not only powers of two.
993bd3ceb,Adrien Cassagne,Wed Oct 17 09:55:31 2018 +0200,Prepare a new type of code for the Polar multi-kernel codes ('POLAR_MK').
af850462d,Adrien Cassagne,Fri Oct 12 11:14:24 2018 +0200,LDPC BP flooding SPA with intra SIMD from cs0x7f.
37a3f3033,Adrien Cassagne,Tue Oct 9 16:01:11 2018 +0200,Cosmetics.
546f6f80f,Klimentyev VP,Thu Sep 27 19:43:21 2018 +0300,Add user_re array and small refactor
999b43285,Klimentyev VP,Thu Sep 27 15:59:52 2018 +0300,Move re_user from Modem_SCMA to Codebook
e7ac5e57d,Klimentyev VP,Thu Sep 27 12:59:29 2018 +0300,Merge branch 'OlivierHartmann-scma_codebook' into scma_codebook
df66a6080,Olivier HARTMANN,Thu Sep 27 08:30:06 2018 +0200,Add to the Modem SCMA a file path argument to get the codebook from a file. Add a Codebook class to read and stock it. Use the --mdm-codebook command line argument to give the path.
1838c9611,Olivier HARTMANN,Wed Sep 26 11:25:04 2018 +0200,Init branch from scma_codebook branch of klimentyev's fork
1ac3c4078,Klimentyev VP,Wed Sep 19 23:58:16 2018 +0300,Fix typo in codebook3
dcd4da8e8,Olivier HARTMANN,Tue Sep 18 08:13:08 2018 +0200,Create a function to transform an initialization list of pointers to a vector of unique_ptr in pattern polar parser.
037061c8d,Olivier HARTMANN,Mon Sep 17 17:38:53 2018 +0200,Add memory lib in polar pattern parser
09a69558a,Olivier HARTMANN,Mon Sep 17 16:55:01 2018 +0200,Use smart pointers in decoder polar/ pattern polar parser / node parser
7834f13d1,Olivier HARTMANN,Mon Sep 17 16:54:33 2018 +0200,Fix test valgrind script
206a8b711,Olivier HARTMANN,Fri Sep 14 17:15:07 2018 +0200,Remove valgrind tests because it's too long. Set it as a simple script to run manually.
ceeb49b95,Olivier HARTMANN,Fri Sep 14 14:23:28 2018 +0200,Fix test valgrind path to the whole refs folder
5cc550369,Olivier Hartmann,Fri Sep 14 11:50:47 2018 +0200,Add execution rights on test-valgrind.sh
98eafd0e0,Olivier HARTMANN,Fri Sep 14 11:27:37 2018 +0200,Add guards in aff3ct.hpp
8d709cbcb,Olivier HARTMANN,Fri Sep 14 10:40:52 2018 +0200,Update aff3ct.hpp
8f7085bd4,Olivier HARTMANN,Fri Sep 14 10:40:01 2018 +0200,Fix SC_Module
99b974b97,Olivier HARTMANN,Fri Sep 14 10:08:19 2018 +0200,Change ROP noise display with 4 digits after comma
3e5e70dcd,Olivier HARTMANN,Fri Sep 14 09:59:59 2018 +0200,Add valgrind tests in CI
95a94d7f1,Olivier HARTMANN,Fri Sep 14 09:59:42 2018 +0200,Fix memory leak in polar parser. Initialize codec_polar pointers.
69055e328,Olivier HARTMANN,Fri Sep 14 08:48:29 2018 +0200,Use smart pointers in Modules, Tasks and Sockets.
780398f7e,Olivier HARTMANN,Thu Sep 13 15:56:26 2018 +0200,Remove descriptions of virtual destructors and use instead virtual destructors definitions with 'default' keyword in Module's classes.
2c70d5ef4,Olivier HARTMANN,Thu Sep 13 15:01:18 2018 +0200,Add an optical channel with ROP distribution examples and references.
1f2488b71,Olivier HARTMANN,Thu Sep 13 14:10:39 2018 +0200,Use unique_ptr in Distributions
22c91ce02,Olivier HARTMANN,Thu Sep 13 13:58:05 2018 +0200,Merge branch 'development' into fix_matrix_warnings
59ce89d65,Olivier HARTMANN,Thu Sep 13 13:57:49 2018 +0200,Set back noise inline functions in header
e9ea59aac,Olivier HARTMANN,Thu Sep 13 13:04:00 2018 +0200,Remove descriptions of virtual destructors and use instead virtual destructors definitions with 'default' keyword.
a7d54fa05,Olivier HARTMANN,Thu Sep 13 12:58:23 2018 +0200,fix if statement with double bracket [[ ]]
b3d9934fe,Olivier HARTMANN,Thu Sep 13 12:01:24 2018 +0200,Use unique_ptr in the generation of the LDPC DVBS2 standard.
3339ee25d,Olivier HARTMANN,Thu Sep 13 11:53:14 2018 +0200,Use unique pointer to manage GSL ressources in draw generators
89e761f7e,Olivier HARTMANN,Thu Sep 13 11:52:20 2018 +0200,Merge branch 'development' into fix_matrix_warnings
58260b95a,Olivier HARTMANN,Thu Sep 13 11:41:11 2018 +0200,Add __pycache__ in the ignored folders of the refs submodule
65c024431,Olivier HARTMANN,Thu Sep 13 10:25:34 2018 +0200,Merge branch 'development' into fix_matrix_warnings
d62b5556c,Olivier HARTMANN,Thu Sep 13 09:51:50 2018 +0200,Manage the interleaver in decoder/encoder/codec factories to not have issues with pointers duplications when cloning
8ede1c681,Olivier HARTMANN,Thu Sep 13 09:11:33 2018 +0200,Merge branch 'development' into weighted_bit_flipping
6329ac897,Vincent PIGNOLY,Wed Sep 12 17:26:23 2018 +0200,Fix warning
4602b6649,Olivier HARTMANN,Wed Sep 12 17:17:25 2018 +0200,Rework codec to use auto_cloned_unique_ptr
f0aaa9d83,Olivier HARTMANN,Tue Sep 11 18:59:00 2018 +0200,Use unique ptr in SC simu too
34fa36919,Olivier HARTMANN,Tue Sep 11 12:38:00 2018 +0200,Merge branch 'development' into fix_matrix_warnings
103c3e600,Olivier HARTMANN,Tue Sep 11 12:37:26 2018 +0200,Change default shared_ptr to unique_ptr
3698ff27c,Olivier HARTMANN,Tue Sep 11 10:47:39 2018 +0200,Merge developement into add_refs_readers
6f38ae90c,Olivier HARTMANN,Tue Sep 11 09:39:31 2018 +0200,Fix refs and tests build coverage
3e924bfc6,Olivier HARTMANN,Tue Sep 11 08:17:20 2018 +0200,Update aff3ct with aff3ct trace readers scripts
8072a8ed5,Olivier HARTMANN,Mon Sep 10 15:38:03 2018 +0200,Differentiate the builder for factory encoder ldpc, with or without a reference to a dvbs2 object
270dc5a27,Olivier HARTMANN,Mon Sep 10 15:36:23 2018 +0200,Differentiate to builder for factory channel, with or without a reference to a distribution.
ca240fe9f,Olivier HARTMANN,Mon Sep 10 11:42:15 2018 +0200,Add set_decoder_siho_hiho set_decoder_siso_siho functions to manage the case that pointers to decoder SISO and SIHO can be same; Do the same with SIHO/HIHO
15f016edf,Olivier HARTMANN,Mon Sep 10 11:04:42 2018 +0200,Come back to a cleanest way to set encoder/decoder/puncturer/interleaver in codec by using general functions in Codec base classes.
bdafc96ca,Olivier HARTMANN,Mon Sep 10 10:31:12 2018 +0200,Fix SC simu
db4a6100a,Olivier HARTMANN,Mon Sep 10 10:30:36 2018 +0200,Use a shared pointer for managing the Noise in BFER simu
2a98a45d9,Olivier HARTMANN,Mon Sep 10 10:02:56 2018 +0200,Fix SC ite simu
9b75f3417,Olivier HARTMANN,Mon Sep 10 09:43:37 2018 +0200,Use shared pointers in the SC simulations, too
602d472c7,Olivier HARTMANN,Mon Sep 10 08:54:12 2018 +0200,Use std::shared_ptr and unique_ptr in Simulations classes and Codec. Change consequently the build functions parameters in factories but they still return pointers.
60a1e8a1b,Vincent PIGNOLY,Fri Sep 7 15:47:19 2018 +0200,Fix conf
563354c1d,Olivier HARTMANN,Fri Sep 7 14:59:02 2018 +0200,Set the inheritance of the Full_matrix container as private and use as public only size() and operator[]
c47b0676d,Vincent PIGNOLY,Fri Sep 7 14:34:28 2018 +0200,Case cosmetics and add the matrix in conf doc
a6c2da5ca,Olivier HARTMANN,Fri Sep 7 12:39:08 2018 +0200,Add explicit to constructors
60e0dbe62,Vincent PIGNOLY,Fri Sep 7 11:02:16 2018 +0200,Change local arrays into class vector attributes
d2efc0215,Vincent PIGNOLY,Fri Sep 7 10:37:12 2018 +0200,Fix namespace closing
67cc4f6e7,Vincent PIGNOLY,Fri Sep 7 10:27:47 2018 +0200,Remove useless things for compilation
e25da7ac7,Vincent PIGNOLY,Thu Sep 6 17:19:33 2018 +0200,Add WBF and MWBF fit flipping decoders for LDPC codes
eaae3a32d,Olivier HARTMANN,Wed Aug 29 11:50:52 2018 +0200,Add reference with the use of G build method 'LU_DEC'
cef77e81a,Olivier HARTMANN,Wed Aug 29 10:21:29 2018 +0200,Check the returned sizes of G and H in encoder/decoder LDPC factories and swap them if necessary to have the good proportions
8f7c2c4cd,Olivier HARTMANN,Wed Aug 29 10:00:34 2018 +0200,Change the use of size_t index for connection into uint32_t
b4ec02cd3,Olivier HARTMANN,Tue Aug 28 17:19:17 2018 +0200,Change name method HtoG FAST into Identity
35a54e574,Olivier HARTMANN,Tue Aug 28 16:16:28 2018 +0200,Add 'numeric' include for windows compilo
7d83215d5,Olivier HARTMANN,Tue Aug 28 16:10:31 2018 +0200,Remove unused variables
ea1f1c1ae,Olivier HARTMANN,Tue Aug 28 16:06:30 2018 +0200,Merge branch 'development' into matrix_full_sparse
158744b24,Olivier HARTMANN,Tue Aug 28 16:01:12 2018 +0200,Merge the QC invert_H2 method with the gauss decomposition to form a unique LU_decomposition function.
ad322f502,Olivier HARTMANN,Tue Aug 28 16:00:23 2018 +0200,Add resize / self_resize methods to Sparse_Matrix
0fd2bb3ff,Olivier HARTMANN,Tue Aug 28 15:59:58 2018 +0200,Add a 0 on a null degree row or col
33ce0109d,Olivier HARTMANN,Tue Aug 28 12:43:39 2018 +0200,Fix QC invert_H2 function
57b290d72,Olivier HARTMANN,Tue Aug 28 12:22:20 2018 +0200,Renaming of variables in LDPC_matrix_handler::invert_H2
6bf5dd576,Olivier HARTMANN,Tue Aug 28 12:06:03 2018 +0200,Rename HtoG SPARSE method into IDENTITY method that is more explicit.
e4f95632a,Olivier HARTMANN,Tue Aug 28 10:38:36 2018 +0200,Add a exception throw when in SPARSE HtoG function if H is rank deficient.
42dd98d87,Olivier HARTMANN,Tue Aug 28 10:29:19 2018 +0200,Remove overload of is_sys and get_info_bit_pos in encoder LDPC. Add for encoder LDPC_H a new G from H generation method in option in factory and allow the save of the generated matrix
e07c30311,Olivier HARTMANN,Tue Aug 28 10:28:16 2018 +0200,Add a G from H build function with a sparsing method (from ADS)
fd42b5a67,Olivier HARTMANN,Tue Aug 28 10:27:02 2018 +0200,add comments and optimize with MIPP  bgemmt for full matrix
c3020e4af,Olivier HARTMANN,Tue Aug 28 10:25:11 2018 +0200,Add a zero padding option argument to not zero pad by default the written AList files because it takes memory space.
2ef4091cc,Olivier HARTMANN,Tue Aug 28 10:24:10 2018 +0200,Add 'positive' tag that is an info tag in green
d91a0c18a,Olivier HARTMANN,Fri Aug 24 16:49:12 2018 +0200,Merge branch 'development' into method_activation_hist
23cb8a29a,Olivier HARTMANN,Fri Aug 24 16:47:02 2018 +0200,Enhance from_diagonal and from identity to create them from any corner of the matrix
119743e39,Olivier HARTMANN,Fri Aug 24 10:35:25 2018 +0200,Add a method to activate or not the histogram use in Monitor BFER and MI
6a459b4f3,Olivier HARTMANN,Fri Aug 24 10:25:15 2018 +0200,Change support of unsigned integer value for FullMatrix into signed integers because MIPP does not support unsigned
e23476b25,Olivier HARTMANN,Fri Aug 24 10:12:41 2018 +0200,Merge branch 'development' into matrix_full_sparse
f7b8be383,Olivier HARTMANN,Fri Aug 24 08:49:12 2018 +0200,Merge branch 'development' into TPC_user_beta
18c5b2f60,Olivier HARTMANN,Fri Aug 24 08:48:35 2018 +0200,Fix tests regressions by checking correctly the noise type between EBN0 and ESN0
86615b417,Olivier HARTMANN,Thu Aug 23 16:05:25 2018 +0200,Merge branch 'development' into matrix_full_sparse
ebb8b3aae,Olivier HARTMANN,Thu Aug 23 16:04:48 2018 +0200,Add sparse matrixes multiplation functions and rename functions 'real gemm' into 'binary gemmm' that assure a modulo 2 result; Make then check_GH with sparse matrix directly
92a9fed77,Olivier HARTMANN,Thu Aug 23 14:28:52 2018 +0200,Merge branch 'development' into fix_terminal_and_SCsimu
97b53fb6e,Olivier HARTMANN,Thu Aug 23 14:20:52 2018 +0200,Merge branch 'development' into polar_bec
adf2ebcf3,Olivier HARTMANN,Thu Aug 23 13:37:12 2018 +0200,Fix string error on two lines
3dd07f589,Olivier HARTMANN,Thu Aug 23 13:27:45 2018 +0200,Come back to original SC_Duplicator; Move some duplicator call in bindings to avoid seg fault
da967a467,Olivier HARTMANN,Thu Aug 23 10:44:08 2018 +0200,transform_H_to_G return G instead of modifying H. Force the way of the input matrixes to not loose time by turning them
b3c458cdf,Olivier HARTMANN,Thu Aug 23 08:59:29 2018 +0200,Fix all_zeros call name
5288ca760,Olivier HARTMANN,Thu Aug 23 08:58:07 2018 +0200,Add a check_GH function that return if G*H == 0. Add the matrix_utils files.
62a2c35cc,Olivier HARTMANN,Wed Aug 22 18:40:32 2018 +0200,Complete the Full matrix (with resize, or erase methods) and update LDPC_matrix_handler with it for previous Full matrix and QCFull matrix
64535339c,Olivier HARTMANN,Wed Aug 22 14:06:38 2018 +0200,Add functionalities to Matrix and Full matrix and clean Sparse Matrix
c0afd6022,Olivier HARTMANN,Wed Aug 22 14:06:07 2018 +0200,Add to mutual_sort a new parameter that is the called function to compare and sort vectors.
826284de5,Olivier HARTMANN,Wed Aug 22 11:00:41 2018 +0200,Merge branch 'development' into TPC_user_beta
04438e4e4,Olivier HARTMANN,Wed Aug 22 10:50:15 2018 +0200,Fix the Monitor MPI reduction by setting correctly the virtual method signature
9e1b97e50,Olivier HARTMANN,Wed Aug 22 10:43:24 2018 +0200,Merge branch 'development' into TPC_user_beta
63c673b83,Olivier HARTMANN,Tue Aug 21 19:22:18 2018 +0200,Add a Interface matrix to sparse matrix and add full matrix class
875baaf88,Olivier HARTMANN,Tue Aug 21 16:40:16 2018 +0200,Fiw SC_Duplicator::SI_t instantiation
059c639fc,Olivier HARTMANN,Tue Aug 21 16:23:04 2018 +0200,Enhance SC_Duplicator for any number of output; Update consequently SC_BFER_ite and std; Use a vector of duplicators instead of a table in the lasts
aac2306d5,Olivier HARTMANN,Tue Aug 21 16:21:59 2018 +0200,Arrange Terminal::stop call order to display the results except if the user has interrupt the simulation
7929d9825,Olivier HARTMANN,Tue Aug 21 11:57:59 2018 +0200,Add default stream for terminal legend calls and fix the SC simulation end of the loop condition
e3c2a717e,Olivier HARTMANN,Mon Aug 20 18:50:06 2018 +0200,read info bits positions at the end of the file in encoder USER; Adapt Codec LDPC to handle this
47bf8306b,Olivier HARTMANN,Mon Aug 20 13:34:43 2018 +0200,Manual merge from development to auto_regen_refs_headers
